candidate	count	files	forms	first_source
john	2	2	"{""John"": 2}"	epub/preface.md:43
activity	2	2	"{""activities"": 2}"	epub/ch01.md:10
physic	2	2	"{""physics"": 1, ""Physics"": 1}"	epub/ch01.md:10
more feature	2	1	"{""more features"": 2}"	epub/ch01.md:13
lead	2	2	"{""leads"": 1, ""lead"": 1}"	epub/ch01.md:13
good development	2	2	"{""Good development"": 2}"	epub/ch01.md:16
good development tool	2	2	"{""Good development tools"": 2}"	epub/ch01.md:16
decade	2	2	"{""decades"": 2}"	epub/ch01.md:16
powerful system	2	1	"{""powerful systems"": 2}"	epub/ch01.md:16
software simpler	2	2	"{""software simpler"": 2}"	epub/ch01.md:16
spite	2	2	"{""spite"": 2}"	epub/ch01.md:16
first approach	2	2	"{""first approach"": 2}"	epub/ch01.md:19
consistent fashion	2	2	"{""consistent fashion"": 2}"	epub/ch01.md:19
object-oriented language	2	1	"{""object-oriented language"": 2}"	epub/ch01.md:22
building	2	2	"{""buildings"": 1, ""building"": 1}"	epub/ch01.md:25
bridge	2	1	"{""bridges"": 1, ""bridge"": 1}"	epub/ch01.md:25
engineering	2	2	"{""engineering"": 1, ""Engineering"": 1}"	epub/ch01.md:25
implication	2	2	"{""implications"": 2}"	epub/ch01.md:28
many problem	2	2	"{""many problems"": 2}"	epub/ch01.md:28
major design change	2	1	"{""major design changes"": 2}"	epub/ch01.md:28
overall design	2	2	"{""overall design"": 2}"	epub/ch01.md:28
explosion	2	2	"{""explosion"": 2}"	epub/ch01.md:28
most software	2	2	"{""most software"": 1, ""Most software"": 1}"	epub/ch01.md:31
subset	2	1	"{""subset"": 2}"	epub/ch01.md:31
original design	2	2	"{""original design"": 2}"	epub/ch01.md:31
middle	2	2	"{""middle"": 2}"	epub/ch01.md:34
incremental development	2	1	"{""Incremental development"": 2}"	epub/ch01.md:37
lookout	2	2	"{""lookout"": 2}"	epub/ch01.md:37
design improvement	2	2	"{""design improvements"": 2}"	epub/ch01.md:37
mean	2	2	"{""mean"": 1, ""means"": 1}"	epub/ch01.md:43
software development process	2	2	"{""software development process"": 2}"	epub/ch01.md:43
great software	2	2	"{""great software"": 2}"	epub/ch01.md:43
higher-level concept	2	2	"{""higher-level concepts"": 2}"	epub/ch01.md:43
define error	2	2	"{""define errors"": 2}"	epub/ch01.md:43
exploration	2	2	"{""exploration"": 1, ""explorations"": 1}"	epub/ch01.md:43
real system	2	2	"{""real systems"": 2}"	epub/ch01.md:49
conjunction	2	2	"{""conjunction"": 2}"	epub/ch01.md:52
someone else's	2	2	"{""someone else's"": 2}"	epub/ch01.md:52
someone else's code	2	2	"{""someone else's code"": 2}"	epub/ch01.md:52
else's	2	2	"{""else's"": 2}"	epub/ch01.md:52
else's code	2	2	"{""else's code"": 2}"	epub/ch01.md:52
discretion	2	2	"{""discretion"": 2}"	epub/ch01.md:58
balance	2	2	"{""balance"": 2}"	epub/ch01.md:58
good thing	2	2	"{""good thing"": 2}"	epub/ch01.md:58
other domain	2	2	"{""other domains"": 2}"	epub/ch01.md:61
discus	2	2	"{""discuss"": 2}"	epub/ch01.md:64
subsequent chapter	2	1	"{""subsequent chapters"": 2}"	epub/ch02.md:7
foundation	2	2	"{""foundation"": 1, ""Foundation"": 1}"	epub/ch02.md:13
conclusion	2	2	"{""conclusions"": 2}"	epub/ch02.md:13
many form	2	2	"{""many forms"": 2}"	epub/ch02.md:19
complex system	2	2	"{""complex system"": 2}"	epub/ch02.md:22
writer	2	2	"{""writers"": 2}"	epub/ch02.md:34
development task	2	2	"{""development tasks"": 2}"	epub/ch02.md:40
simple change	2	2	"{""simple change"": 2}"	epub/ch02.md:43
banner color	2	1	"{""banner color"": 2}"	epub/ch02.md:43
darker shade	2	1	"{""darker shade"": 2}"	epub/ch02.md:52
shade	2	1	"{""shade"": 2}"	epub/ch02.md:52
background color change	2	1	"{""background color changes"": 2}"	epub/ch02.md:52
color change	2	1	"{""color changes"": 2}"	epub/ch02.md:52
central variable	2	1	"{""central variable"": 2}"	epub/ch02.md:55
obvious system	2	1	"{""obvious system"": 2}"	epub/ch02.md:61
next step	2	2	"{""next step"": 2}"	epub/ch02.md:67
other code	2	1	"{""other code"": 2}"	epub/ch02.md:70
web site example	2	1	"{""Web site example"": 2}"	epub/ch02.md:70
site example	2	1	"{""site example"": 2}"	epub/ch02.md:70
separate code	2	2	"{""separate code"": 2}"	epub/ch02.md:70
new dependency	2	1	"{""new dependency"": 2}"	epub/ch02.md:76
variable change	2	2	"{""variable changes"": 2}"	epub/ch02.md:76
compilation	2	2	"{""compilation"": 2}"	epub/ch02.md:76
much useful information	2	2	"{""much useful information"": 2}"	epub/ch02.md:79
contributor	2	2	"{""contributor"": 2}"	epub/ch02.md:79
same variable name	2	2	"{""same variable name"": 2}"	epub/ch02.md:79
inadequate documentation	2	2	"{""inadequate documentation"": 1, ""Inadequate documentation"": 1}"	epub/ch02.md:82
obvious design	2	2	"{""obvious design"": 2}"	epub/ch02.md:82
single dependency	2	1	"{""single dependency"": 2}"	epub/ch02.md:91
maintainability	2	2	"{""maintainability"": 2}"	epub/ch02.md:91
possible change	2	2	"{""possible change"": 2}"	epub/ch02.md:91
enough information	2	2	"{""enough information"": 2}"	epub/ch02.md:100
bad case	2	2	"{""worst case"": 2}"	epub/ch02.md:100
strategic	2	1	"{""Strategic"": 2}"	epub/ch03.md:7
v	2	2	"{""vs"": 2}"	epub/ch03.md:7
most programmer	2	2	"{""Most programmers"": 2}"	epub/ch03.md:16
good system	2	2	"{""good system"": 2}"	epub/ch03.md:16
good system design	2	2	"{""good system design"": 2}"	epub/ch03.md:16
compromise	2	2	"{""compromise"": 1, ""compromises"": 1}"	epub/ch03.md:22
next feature	2	2	"{""next feature"": 2}"	epub/ch03.md:25
patch	2	1	"{""patches"": 2}"	epub/ch03.md:25
delay	2	1	"{""delay"": 1, ""delays"": 1}"	epub/ch03.md:25
software project	2	2	"{""software project"": 1, ""software projects"": 1}"	epub/ch03.md:28
first step towards	2	2	"{""first step towards"": 2}"	epub/ch03.md:37
step towards	2	2	"{""step towards"": 2}"	epub/ch03.md:37
good software designer	2	2	"{""good software designer"": 2}"	epub/ch03.md:37
extension	2	2	"{""extensions"": 2}"	epub/ch03.md:37
great design	2	2	"{""great design"": 2}"	epub/ch03.md:37
short term	2	2	"{""short term"": 2}"	epub/ch03.md:40
alternative design	2	2	"{""alternative designs"": 2}"	epub/ch03.md:43
total development	2	2	"{""total development"": 2}"	epub/ch03.md:52
total development time	2	2	"{""total development time"": 2}"	epub/ch03.md:52
few month	2	1	"{""few months"": 2}"	epub/ch03.md:52
approach result	2	2	"{""approach results"": 2}"	epub/ch03.md:55
illustration	2	2	"{""illustration"": 2}"	epub/ch03.md:55
curve	2	1	"{""curves"": 2}"	epub/ch03.md:55
speed	2	2	"{""speed"": 2}"	epub/ch03.md:58
talk	2	2	"{""talk"": 1, ""talks"": 1}"	epub/ch03.md:58
technical debt	2	1	"{""technical debt"": 2}"	epub/ch03.md:61
financial debt	2	1	"{""financial debt"": 2}"	epub/ch03.md:61
experiment	2	2	"{""experiment"": 1, ""experiments"": 1}"	epub/ch03.md:64
gain	2	2	"{""gains"": 1, ""gain"": 1}"	epub/ch03.md:64
force	2	2	"{""forces"": 2}"	epub/ch03.md:70
pressure	2	2	"{""pressure"": 2}"	epub/ch03.md:70
development cost	2	1	"{""development costs"": 2}"	epub/ch03.md:73
success	2	2	"{""success"": 2}"	epub/ch03.md:76
mediocre engineer	2	1	"{""mediocre engineers"": 2}"	epub/ch03.md:76
motto	2	1	"{""motto"": 2}"	epub/ch03.md:79
move	2	1	"{""Move"": 2}"	epub/ch03.md:79
restriction	2	2	"{""restrictions"": 2}"	epub/ch03.md:79
few comment	2	2	"{""few comments"": 1, ""fewer comments"": 1}"	epub/ch03.md:82
visible example	2	2	"{""visible example"": 1, ""visible examples"": 1}"	epub/ch03.md:85
silicon	2	1	"{""Silicon"": 2}"	epub/ch03.md:88
silicon valley	2	1	"{""Silicon Valley"": 2}"	epub/ch03.md:88
valley	2	1	"{""Valley"": 2}"	epub/ch03.md:88
high quality	2	2	"{""high quality"": 1, ""higher quality"": 1}"	epub/ch03.md:88
more fun	2	2	"{""more fun"": 2}"	epub/ch03.md:91
other kind	2	2	"{""other kinds"": 2}"	epub/ch04.md:25
such module	2	1	"{""Such modules"": 1, ""such modules"": 1}"	epub/ch04.md:28
formal interface	2	1	"{""formal interface"": 2}"	epub/ch04.md:34
public variable	2	2	"{""public variables"": 2}"	epub/ch04.md:34
informal part	2	1	"{""informal parts"": 2}"	epub/ch04.md:37
unimportant detail	2	1	"{""unimportant details"": 2}"	epub/ch04.md:46
false abstraction	2	2	"{""false abstraction"": 2}"	epub/ch04.md:52
many detail	2	1	"{""many details"": 2}"	epub/ch04.md:55
file system's	2	1	"{""file system's"": 2}"	epub/ch04.md:55
contains	2	2	"{""contains"": 2}"	epub/ch04.md:58
microwave	2	1	"{""microwave"": 1, ""microwaves"": 1}"	epub/ch04.md:58
radiation	2	1	"{""radiation"": 2}"	epub/ch04.md:58
simple abstraction	2	1	"{""simpler abstraction"": 1, ""simple abstraction"": 1}"	epub/ch04.md:58
button	2	2	"{""buttons"": 1, ""button"": 1}"	epub/ch04.md:58
power	2	2	"{""power"": 2}"	epub/ch04.md:58
much complexity	2	2	"{""much complexity"": 2}"	epub/ch04.md:61
file name	2	2	"{""file name"": 2}"	epub/ch04.md:91
open file	2	2	"{""open file"": 2}"	epub/ch04.md:91
most file	2	2	"{""Most files"": 1, ""most files"": 1}"	epub/ch04.md:91
random access	2	1	"{""random access"": 1, ""Random access"": 1}"	epub/ch04.md:91
O interface	2	2	"{""O interface"": 2}"	epub/ch04.md:94
efficient access	2	2	"{""efficient access"": 2}"	epub/ch04.md:97
directory	2	2	"{""directories"": 1, ""directory"": 1}"	epub/ch04.md:100
concurrent access	2	2	"{""concurrent accesses"": 1, ""concurrent access"": 1}"	epub/ch04.md:109
system implementation	2	2	"{""system implementation"": 2}"	epub/ch04.md:118
garbage collection	2	2	"{""garbage collection"": 2}"	epub/ch04.md:121
implementation complexity	2	2	"{""implementation complexity"": 2}"	epub/ch04.md:124
linked list	2	2	"{""linked list"": 2}"	epub/ch04.md:130
extreme example	2	2	"{""extreme example"": 2}"	epub/ch04.md:133
keystroke	2	2	"{""keystrokes"": 2}"	epub/ch04.md:145
help	2	2	"{""help"": 2}"	epub/ch04.md:151
small module	2	2	"{""Small modules"": 1, ""smaller module"": 1}"	epub/ch04.md:151
large class	2	2	"{""larger classes"": 2}"	epub/ch04.md:157
N	2	1	"{""N"": 2}"	epub/ch04.md:157
java class	2	2	"{""Java class"": 2}"	epub/ch04.md:166
root	2	2	"{""root"": 2}"	epub/ch04.md:166
java programming	2	2	"{""Java programming"": 2}"	epub/ch04.md:166
java programming community	2	2	"{""Java programming community"": 2}"	epub/ch04.md:166
programming community	2	2	"{""programming community"": 2}"	epub/ch04.md:166
common use	2	2	"{""common use"": 2}"	epub/ch04.md:199
common use case	2	2	"{""common use cases"": 2}"	epub/ch04.md:199
significant functionality	2	2	"{""significant functionality"": 2}"	epub/ch04.md:199
specification language	2	1	"{""specification language"": 2}"	epub/ch04.md:202
formal specification	2	1	"{""formal specification"": 2}"	epub/ch04.md:202
english	2	2	"{""English"": 2}"	epub/ch04.md:202
processor	2	2	"{""processor"": 2}"	epub/ch05.md:28
lower-level detail	2	2	"{""lower-level details"": 2}"	epub/ch05.md:34
congestion	2	2	"{""congestion"": 2}"	epub/ch05.md:37
module deeper	2	1	"{""module deeper"": 2}"	epub/ch05.md:40
same thing	2	2	"{""same thing"": 2}"	epub/ch05.md:43
partial information	2	1	"{""partial information"": 2}"	epub/ch05.md:46
partial information hiding	2	1	"{""partial information hiding"": 2}"	epub/ch05.md:46
few dependency	2	2	"{""fewer dependencies"": 1, ""fewest dependencies"": 1}"	epub/ch05.md:46
multiple module	2	2	"{""multiple modules"": 2}"	epub/ch05.md:52
back-door leakage	2	1	"{""Back-door leakage"": 1, ""back-door leakage"": 1}"	epub/ch05.md:52
important red flag	2	2	"{""important red flags"": 2}"	epub/ch05.md:55
affected class	2	1	"{""affected classes"": 2}"	epub/ch05.md:55
possible approach	2	2	"{""possible approach"": 2}"	epub/ch05.md:55
different time	2	1	"{""different times"": 2}"	epub/ch05.md:61
same knowledge	2	1	"{""same knowledge"": 2}"	epub/ch05.md:67
particular type	2	2	"{""particular type"": 2}"	epub/ch05.md:67
click	2	2	"{""clicks"": 1, ""click"": 1}"	epub/ch05.md:79
different method	2	2	"{""different methods"": 2}"	epub/ch05.md:85
different point	2	2	"{""different points"": 2}"	epub/ch05.md:85
initial line	2	1	"{""initial line"": 2}"	epub/ch05.md:88
HTTP protocol version	2	1	"{""HTTP protocol version"": 2}"	epub/ch05.md:88
protocol version	2	1	"{""protocol version"": 2}"	epub/ch05.md:88
request length	2	2	"{""request length"": 2}"	epub/ch05.md:94
parsing	2	2	"{""parsing"": 2}"	epub/ch05.md:97
design information	2	2	"{""design information"": 2}"	epub/ch05.md:100
computation	2	1	"{""computation"": 2}"	epub/ch05.md:100
combined class	2	2	"{""combined class"": 2}"	epub/ch05.md:100
original class	2	2	"{""original classes"": 2}"	epub/ch05.md:100
encoding	2	1	"{""encoding"": 2}"	epub/ch05.md:109
cute baby	2	1	"{""cute baby"": 2}"	epub/ch05.md:112
baby	2	1	"{""baby"": 2}"	epub/ch05.md:112
internal representation	2	1	"{""internal representation"": 2}"	epub/ch05.md:127
internal state	2	2	"{""internal state"": 2}"	epub/ch05.md:127
parameter value	2	1	"{""parameter values"": 1, ""parameter value"": 1}"	epub/ch05.md:130
conversion	2	2	"{""conversion"": 2}"	epub/ch05.md:139
hide	2	1	"{""hides"": 2}"	epub/ch05.md:139
additional	2	2	"{""Additional"": 2}"	epub/ch05.md:139
desired parameter	2	2	"{""desired parameter"": 2}"	epub/ch05.md:139
HTTP response	2	1	"{""HTTP responses"": 1, ""HTTP response"": 1}"	epub/ch05.md:145
response version	2	1	"{""response version"": 2}"	epub/ch05.md:145
HTTP library	2	1	"{""HTTP library"": 2}"	epub/ch05.md:145
used feature	2	1	"{""used feature"": 1, ""used features"": 1}"	epub/ch05.md:157
module doesn't	2	2	"{""module doesn't"": 2}"	epub/ch05.md:175
several way	2	2	"{""several ways"": 2}"	epub/ch06.md:7
generality	2	1	"{""generality"": 2}"	epub/ch06.md:7
cleaner	2	2	"{""cleaner"": 2}"	epub/ch06.md:7
particular problem	2	2	"{""particular problem"": 2}"	epub/ch06.md:22
today's need	2	1	"{""today's needs"": 2}"	epub/ch06.md:22
special-purpose approach	2	1	"{""special-purpose approach"": 2}"	epub/ch06.md:22
general-purpose class	2	1	"{""general-purpose classes"": 1, ""general-purpose class"": 1}"	epub/ch06.md:25
less code	2	1	"{""less code"": 2}"	epub/ch06.md:25
other purpose	2	1	"{""other purposes"": 2}"	epub/ch06.md:25
phrase	2	2	"{""phrase"": 2}"	epub/ch06.md:28
many	2	1	"{""Many"": 2}"	epub/ch06.md:37
student team	2	2	"{""student teams"": 1, ""student team"": 1}"	epub/ch06.md:37
delete key	2	1	"{""delete key"": 2}"	epub/ch06.md:40
little benefit	2	2	"{""little benefit"": 2}"	epub/ch06.md:55
new user interface	2	1	"{""new user interface"": 1, ""New user interface"": 1}"	epub/ch06.md:58
specialized approach	2	1	"{""specialized approach"": 2}"	epub/ch06.md:58
arbitrary string	2	2	"{""arbitrary string"": 2}"	epub/ch06.md:73
second method	2	2	"{""second method"": 2}"	epub/ch06.md:73
delete	2	2	"{""delete"": 2}"	epub/ch06.md:91
specialized text	2	1	"{""specialized text"": 2}"	epub/ch06.md:91
special-purpose method	2	1	"{""special-purpose methods"": 2}"	epub/ch06.md:91
user interface class	2	1	"{""user interface classes"": 1, ""user interface class"": 1}"	epub/ch06.md:106
interface class	2	1	"{""interface classes"": 1, ""interface class"": 1}"	epub/ch06.md:106
user interface developer	2	1	"{""user interface developers"": 2}"	epub/ch06.md:109
interface developer	2	1	"{""interface developers"": 2}"	epub/ch06.md:109
overall capability	2	2	"{""overall capabilities"": 2}"	epub/ch06.md:118
general-purpose method	2	1	"{""general-purpose methods"": 1, ""general-purpose method"": 1}"	epub/ch06.md:118
many situation	2	2	"{""many situations"": 2}"	epub/ch06.md:121
software stack	2	2	"{""software stack"": 2}"	epub/ch06.md:130
different device	2	1	"{""different device"": 2}"	epub/ch06.md:136
device type	2	1	"{""device types"": 2}"	epub/ch06.md:136
device characteristic	2	1	"{""device characteristics"": 2}"	epub/ch06.md:136
main operating	2	1	"{""main operating"": 2}"	epub/ch06.md:136
main operating system	2	1	"{""main operating system"": 2}"	epub/ch06.md:136
GUI editor project	2	2	"{""GUI editor project"": 2}"	epub/ch06.md:142
invokes	2	1	"{""invokes"": 2}"	epub/ch06.md:142
visible	2	1	"{""visible"": 2}"	epub/ch06.md:142
undo mechanism	2	1	"{""undo mechanism"": 2}"	epub/ch06.md:145
undo list	2	1	"{""undo list"": 2}"	epub/ch06.md:145
redo operation	2	1	"{""redo operations"": 2}"	epub/ch06.md:148
extra method	2	2	"{""extra methods"": 1, ""extra method"": 1}"	epub/ch06.md:148
sort	2	2	"{""sort"": 2}"	epub/ch06.md:148
backwards	2	1	"{""backwards"": 2}"	epub/ch06.md:187
placement	2	2	"{""placement"": 2}"	epub/ch06.md:193
key design	2	2	"{""key design"": 2}"	epub/ch06.md:211
general-purpose part	2	1	"{""general-purpose part"": 2}"	epub/ch06.md:211
special-purpose part	2	1	"{""special-purpose parts"": 2}"	epub/ch06.md:211
code refers	2	2	"{""code refers"": 2}"	epub/ch06.md:214
extra code	2	2	"{""extra code"": 2}"	epub/ch06.md:220
text editor project	2	2	"{""text editor project"": 2}"	epub/ch06.md:223
special-case check	2	2	"{""special-case checks"": 2}"	epub/ch06.md:226
portion	2	1	"{""portion"": 2}"	epub/ch06.md:226
obvious code	2	2	"{""obvious code"": 1, ""Obvious code"": 1}"	epub/ch06.md:235
variable-length array	2	2	"{""variable-length array"": 1, ""variable-length arrays"": 1}"	epub/ch07.md:10
network transport	2	2	"{""network transport"": 2}"	epub/ch07.md:13
network transport protocol	2	2	"{""network transport protocol"": 2}"	epub/ch07.md:13
topmost	2	1	"{""topmost"": 2}"	epub/ch07.md:13
adjacent layer	2	1	"{""adjacent layers"": 2}"	epub/ch07.md:16
same API	2	1	"{""same API"": 2}"	epub/ch07.md:94
division	2	1	"{""division"": 2}"	epub/ch07.md:94
high level class	2	1	"{""higher level class"": 2}"	epub/ch07.md:106
several other method	2	1	"{""several other methods"": 2}"	epub/ch07.md:118
C1	2	1	"{""C1"": 2}"	epub/ch07.md:121
url	2	2	"{""URLs"": 2}"	epub/ch07.md:124
incoming URL	2	2	"{""incoming URL"": 2}"	epub/ch07.md:124
multiple implementation	2	2	"{""multiple implementations"": 2}"	epub/ch07.md:127
different implementation	2	2	"{""different implementations"": 2}"	epub/ch07.md:127
wrapper	2	1	"{""wrapper"": 1, ""wrappers"": 1}"	epub/ch07.md:133
API duplication	2	1	"{""API duplication"": 2}"	epub/ch07.md:133
large block	2	2	"{""larger block"": 1, ""large block"": 1}"	epub/ch07.md:133
scrollbars	2	1	"{""scrollbars"": 2}"	epub/ch07.md:133
particular use case	2	2	"{""particular use case"": 2}"	epub/ch07.md:145
shallow one	2	2	"{""shallow ones"": 2}"	epub/ch07.md:148
wrapper class	2	1	"{""wrapper class"": 2}"	epub/ch07.md:154
different abstraction rule	2	1	"{""different abstraction rule"": 2}"	epub/ch07.md:160
abstraction rule	2	1	"{""abstraction rule"": 2}"	epub/ch07.md:160
text module	2	2	"{""text module"": 2}"	epub/ch07.md:160
datacenter service	2	1	"{""datacenter service"": 2}"	epub/ch07.md:169
library method	2	2	"{""library method"": 2}"	epub/ch07.md:169
intermediate method	2	1	"{""intermediate methods"": 2}"	epub/ch07.md:169
multiple instance	2	1	"{""multiple instances"": 2}"	epub/ch07.md:178
application's	2	2	"{""application's"": 2}"	epub/ch07.md:181
performance counter	2	1	"{""performance counters"": 2}"	epub/ch07.md:181
counter	2	1	"{""counters"": 2}"	epub/ch07.md:181
many place	2	2	"{""many places"": 2}"	epub/ch07.md:187
thread-safety	2	2	"{""thread-safety"": 2}"	epub/ch07.md:193
same abstraction	2	2	"{""same abstraction"": 2}"	epub/ch07.md:202
easy problem	2	2	"{""easy problems"": 1, ""easy problem"": 1}"	epub/ch08.md:10
handle	2	2	"{""handle"": 1, ""handles"": 1}"	epub/ch08.md:10
system administrator	2	1	"{""system administrator"": 2}"	epub/ch08.md:10
delete whole line	2	2	"{""delete whole lines"": 2}"	epub/ch08.md:19
individual character	2	2	"{""individual characters"": 1, ""individual character"": 1}"	epub/ch08.md:19
pull	2	2	"{""pulls"": 1, ""Pull"": 1}"	epub/ch08.md:22
pull complexity	2	2	"{""pulls complexity"": 1, ""Pull complexity"": 1}"	epub/ch08.md:22
arbitrary range	2	2	"{""arbitrary ranges"": 2}"	epub/ch08.md:22
advocate	2	2	"{""Advocates"": 1, ""advocate"": 1}"	epub/ch08.md:31
high priority	2	2	"{""higher priority"": 2}"	epub/ch08.md:31
right value	2	1	"{""right values"": 2}"	epub/ch08.md:34
simplifies	2	2	"{""simplifies"": 2}"	epub/ch08.md:43
remember	2	2	"{""Remember"": 2}"	epub/ch08.md:43
core function	2	2	"{""core functions"": 2}"	epub/ch08.md:46
multiple class	2	2	"{""multiple classes"": 2}"	epub/ch09.md:7
creates	2	2	"{""creates"": 2}"	epub/ch09.md:10
additional complexity	2	2	"{""additional complexity"": 2}"	epub/ch09.md:10
track	2	2	"{""track"": 2}"	epub/ch09.md:13
large collection	2	2	"{""large collection"": 2}"	epub/ch09.md:13
more interface	2	1	"{""more interfaces"": 2}"	epub/ch09.md:13
subdivided component	2	1	"{""subdivided components"": 2}"	epub/ch09.md:19
indication	2	2	"{""indications"": 1, ""indication"": 1}"	epub/ch09.md:25
share	2	2	"{""share"": 1, ""shares"": 1}"	epub/ch09.md:28
anyone	2	2	"{""anyone"": 2}"	epub/ch09.md:31
relationship	2	2	"{""relationship"": 2}"	epub/ch09.md:31
block cache	2	1	"{""block cache"": 1, ""block caches"": 1}"	epub/ch09.md:31
fall	2	1	"{""fall"": 2}"	epub/ch09.md:34
HTTP server	2	1	"{""HTTP server"": 2}"	epub/ch09.md:46
repeated code snippet	2	1	"{""repeated code snippets"": 1, ""repeated code snippet"": 1}"	epub/ch09.md:61
code snippet	2	1	"{""code snippets"": 1, ""code snippet"": 1}"	epub/ch09.md:61
replacement method	2	1	"{""replacement method"": 2}"	epub/ch09.md:61
much benefit	2	1	"{""much benefit"": 2}"	epub/ch09.md:61
additional interface	2	1	"{""additional interfaces"": 2}"	epub/ch09.md:70
new text	2	1	"{""new text"": 2}"	epub/ch09.md:94
sequence	2	2	"{""sequences"": 2}"	epub/ch09.md:112
short one	2	2	"{""shorter ones"": 2}"	epub/ch09.md:211
i'll	2	2	"{""I'll"": 2}"	epub/ch09.md:214
remainder	2	2	"{""remainder"": 2}"	epub/ch09.md:226
method doesn't	2	1	"{""method doesn't"": 2}"	epub/ch09.md:226
second way	2	2	"{""second way"": 2}"	epub/ch09.md:229
method's functionality	2	1	"{""method's functionality"": 2}"	epub/ch09.md:229
most caller	2	2	"{""most callers"": 2}"	epub/ch09.md:229
other situation	2	2	"{""other situations"": 2}"	epub/ch09.md:229
encapsulation	2	2	"{""encapsulation"": 2}"	epub/ch09.md:235
other context	2	2	"{""other contexts"": 2}"	epub/ch09.md:241
book clean	2	2	"{""book Clean"": 2}"	epub/ch09.md:247
clean	2	2	"{""Clean"": 2}"	epub/ch09.md:247
robert martin	2	2	"{""Robert Martin"": 2}"	epub/ch09.md:247
short function	2	1	"{""shorter functions"": 1, ""short functions"": 1}"	epub/ch09.md:253
readability	2	2	"{""readability"": 2}"	epub/ch09.md:253
large function	2	1	"{""larger function"": 2}"	epub/ch09.md:253
overall lesson	2	2	"{""overall lesson"": 2}"	epub/ch10.md:7
semantics	2	1	"{""semantics"": 2}"	epub/ch10.md:7
normal behavior	2	1	"{""normal behavior"": 2}"	epub/ch10.md:7
normal flow	2	1	"{""normal flow"": 2}"	epub/ch10.md:13
formal exception	2	1	"{""formal exception"": 2}"	epub/ch10.md:13
requested operation	2	1	"{""requested operation"": 2}"	epub/ch10.md:22
distributed system	2	1	"{""distributed system"": 1, ""distributed systems"": 1}"	epub/ch10.md:25
significant fraction	2	2	"{""significant fraction"": 2}"	epub/ch10.md:31
normal-case code	2	1	"{""normal-case code"": 2}"	epub/ch10.md:34
wasn't	2	2	"{""wasn't"": 2}"	epub/ch10.md:37
alternative approach	2	2	"{""alternative approach"": 2}"	epub/ch10.md:127
multiple block	2	2	"{""multiple blocks"": 2}"	epub/ch10.md:127
long time	2	2	"{""long time"": 2}"	epub/ch10.md:130
distributed data-intensive system	2	1	"{""distributed data-intensive systems"": 1, ""Distributed Data-Intensive Systems"": 1}"	epub/ch10.md:133
data-intensive system	2	1	"{""data-intensive systems"": 1, ""Data-Intensive Systems"": 1}"	epub/ch10.md:133
unnecessary exception	2	1	"{""unnecessary exceptions"": 2}"	epub/ch10.md:139
variable doesn't	2	1	"{""variable doesn't"": 2}"	epub/ch10.md:142
common us	2	2	"{""common uses"": 2}"	epub/ch10.md:142
trouble	2	2	"{""trouble"": 2}"	epub/ch10.md:145
tcl command	2	1	"{""Tcl command"": 2}"	epub/ch10.md:157
defines	2	1	"{""defines"": 2}"	epub/ch10.md:166
delete operation	2	1	"{""delete operation"": 2}"	epub/ch10.md:166
other process	2	1	"{""other processes"": 2}"	epub/ch10.md:166
same name	2	2	"{""same name"": 2}"	epub/ch10.md:166
java method	2	1	"{""Java method"": 2}"	epub/ch10.md:181
other language	2	2	"{""other languages"": 1, ""other language"": 1}"	epub/ch10.md:181
error-ful approach	2	1	"{""error-ful approach"": 2}"	epub/ch10.md:184
exception masking	2	1	"{""Exception masking"": 2}"	epub/ch10.md:193
file system code	2	2	"{""file system code"": 2}"	epub/ch10.md:196
NFS server	2	1	"{""NFS server"": 2}"	epub/ch10.md:196
powerful tool	2	2	"{""powerful tool"": 2}"	epub/ch10.md:205
single handler	2	1	"{""single handler"": 2}"	epub/ch10.md:211
separate exception	2	1	"{""separate exception"": 2}"	epub/ch10.md:217
separate exception handler	2	1	"{""separate exception handler"": 2}"	epub/ch10.md:217
parameter quantity	2	1	"{""parameter quantity"": 2}"	epub/ch10.md:226
top-level exception	2	1	"{""top-level exception"": 2}"	epub/ch10.md:226
top-level exception handler	2	1	"{""top-level exception handler"": 2}"	epub/ch10.md:226
top-level handler	2	1	"{""top-level handler"": 2}"	epub/ch10.md:226
same way	2	2	"{""same way"": 2}"	epub/ch10.md:232
superclass	2	2	"{""superclass"": 2}"	epub/ch10.md:232
different subclass	2	2	"{""different subclasses"": 2}"	epub/ch10.md:235
ramcloud system	2	2	"{""RAMCloud system"": 2}"	epub/ch10.md:241
special-purpose mechanism	2	2	"{""special-purpose mechanisms"": 1, ""special-purpose mechanism"": 1}"	epub/ch10.md:250
storage allocation	2	2	"{""storage allocation"": 2}"	epub/ch10.md:259
unneeded memory	2	1	"{""unneeded memory"": 2}"	epub/ch10.md:262
out-of-memory error	2	1	"{""out-of-memory error"": 1, ""out-of-memory errors"": 1}"	epub/ch10.md:262
many other example	2	2	"{""many other examples"": 2}"	epub/ch10.md:271
meant	2	2	"{""meant"": 2}"	epub/ch10.md:283
make	2	2	"{""make"": 1, ""Make"": 1}"	epub/ch10.md:292
special-case code	2	2	"{""special-case code"": 2}"	epub/ch10.md:292
significant impact	2	2	"{""significant impact"": 2}"	epub/ch10.md:292
multiple option	2	2	"{""multiple options"": 2}"	epub/ch11.md:7
